Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleCondition,SalePrice
1283,20,RL,61.0,8800,IR1,Inside,CollgCr,1Fam,1Story,5,7,1977,2008,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,Mn,LwQ,532,Rec,364,1040,TA,1040,0,1040,0,2,0,3,Gd,5,0,Missing,Detchd,1977.0,Unf,2,484,0,0,0,9,2009,Normal,150500
1284,90,RL,94.0,9400,Reg,Corner,Mitchel,Duplex,2Story,6,5,1971,1971,Mansard,MetalSd,Wd Shng,None,0.0,TA,CBlock,TA,Av,Unf,0,Unf,912,912,TA,912,912,1824,0,2,2,4,TA,8,0,Missing,Attchd,1980.0,Unf,0,0,128,0,0,4,2010,Normal,139000
1285,50,RL,50.0,9638,Reg,Inside,SWISU,1Fam,1.5Fin,6,7,1919,1990,Gable,Wd Sdng,Wd Shng,None,0.0,TA,PConc,TA,No,Unf,0,Unf,804,804,Ex,1699,748,2447,0,2,0,4,Gd,10,1,Gd,Detchd,1969.0,Unf,1,336,272,0,42,3,2010,Normal,169000
1286,50,RM,50.0,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,6,6,1939,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,780,780,Ex,825,587,1412,0,1,0,4,TA,6,1,Gd,Detchd,1939.0,Unf,1,280,45,0,0,5,2009,Normal,132500
1287,20,RL,69.0,9790,Reg,Inside,NWAmes,1Fam,1Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,451.0,TA,CBlock,TA,No,ALQ,569,Rec,678,1328,TA,1328,0,1328,1,1,1,3,TA,6,2,Gd,Attchd,1963.0,Unf,2,528,0,26,0,6,2010,Normal,143000
1288,20,RL,69.0,36500,IR1,Inside,ClearCr,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,CBlock,TA,Av,Rec,812,Unf,812,1624,Fa,1582,0,1582,0,2,0,4,TA,7,0,Missing,Attchd,1964.0,Unf,2,390,168,198,0,6,2006,Normal,190000
1289,120,RL,40.0,5664,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,Gd,PConc,Gd,No,GLQ,1158,Unf,343,1501,Ex,1659,0,1659,1,2,0,2,Ex,5,1,Ex,Attchd,2000.0,Fin,2,499,212,59,0,10,2009,Normal,278000
1290,60,RL,86.0,11065,IR1,Inside,NridgHt,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,788.0,Gd,PConc,Gd,Mn,Unf,0,Unf,1085,1085,Ex,1120,850,1970,0,2,1,3,Ex,8,1,Gd,BuiltIn,2006.0,Fin,3,753,177,74,0,10,2006,Partial,281000
1291,80,RL,69.0,14112,IR1,Corner,NAmes,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,TA,PConc,TA,Av,GLQ,1014,Unf,138,1152,TA,1152,0,1152,1,1,0,3,TA,6,1,Gd,Attchd,1964.0,RFn,2,484,227,0,0,4,2010,Normal,180500
1292,160,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,5,7,1972,1972,Gable,CemntBd,CmentBd,BrkFace,268.0,TA,CBlock,TA,No,ALQ,231,Unf,399,630,TA,630,672,1302,0,2,1,3,TA,6,0,Missing,Detchd,1972.0,Unf,1,264,185,0,0,2,2009,Normal,119500
1293,70,RM,60.0,6600,Reg,Corner,OldTown,1Fam,2Story,5,4,1892,1965,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Stone,TA,No,Unf,0,Unf,994,994,TA,1378,994,2372,0,2,0,4,TA,11,0,Missing,Attchd,1985.0,RFn,1,432,0,287,0,12,2009,Normal,107500
1294,60,RL,78.0,10140,Reg,Inside,NWAmes,1Fam,2Story,7,5,1976,1976,Gable,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,No,GLQ,194,Unf,638,832,TA,832,832,1664,0,2,1,4,TA,8,1,TA,Attchd,1976.0,RFn,2,528,0,28,0,3,2006,Normal,162900
1295,20,RL,60.0,8172,Reg,Inside,Edwards,1Fam,1Story,5,7,1955,1990,Hip,WdShing,Plywood,None,0.0,TA,CBlock,TA,No,Rec,167,Unf,697,864,TA,864,0,864,1,1,0,2,TA,5,0,Missing,Detchd,1957.0,Unf,2,572,0,0,0,4,2006,Normal,115000
1296,20,RL,70.0,8400,Reg,Inside,NAmes,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,CBlock,TA,Av,BLQ,1016,Unf,36,1052,Gd,1052,0,1052,1,1,1,3,TA,5,0,Missing,Attchd,1968.0,RFn,1,288,356,0,0,11,2006,Normal,138500
1297,20,RL,80.0,8700,Reg,Inside,NAmes,1Fam,1Story,5,6,1963,1963,Hip,MetalSd,MetalSd,BrkFace,148.0,TA,CBlock,TA,Mn,ALQ,776,Unf,344,1120,Gd,1128,0,1128,1,2,0,3,TA,6,0,Missing,Attchd,1963.0,RFn,2,525,192,20,123,12,2008,Normal,155000
1298,180,RM,35.0,3675,Reg,Inside,Edwards,TwnhsE,SFoyer,6,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,82.0,TA,PConc,Gd,Gd,GLQ,547,Unf,0,547,Gd,1072,0,1072,1,2,0,2,TA,5,0,Missing,Basment,2005.0,Fin,2,525,0,44,0,6,2006,Partial,140000
1299,60,RL,313.0,63887,IR3,Corner,Edwards,1Fam,2Story,10,5,2008,2008,Hip,Stucco,Stucco,Stone,796.0,Ex,PConc,Ex,Gd,GLQ,5644,Unf,466,6110,Ex,4692,950,5642,2,2,1,3,Ex,12,3,Gd,Attchd,2008.0,Fin,2,1418,214,292,0,1,2008,Partial,160000
1300,20,RL,75.0,7500,Reg,Inside,NAmes,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,LwQ,340,Rec,0,1246,Ex,1246,0,1246,1,1,1,3,Gd,6,0,Missing,Attchd,1959.0,RFn,1,305,218,0,0,5,2010,Normal,154000
1301,60,RL,69.0,10762,IR1,CulDSac,Gilbert,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,344.0,Gd,PConc,Gd,No,GLQ,694,Unf,284,978,Ex,1005,978,1983,0,2,1,3,Gd,9,1,TA,Attchd,1999.0,Fin,2,490,0,0,0,5,2009,Normal,225000
1302,70,RL,69.0,7500,IR1,Inside,Crawfor,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,547,Unf,224,771,Fa,753,741,1494,0,1,0,3,Gd,7,2,Gd,Attchd,1942.0,Unf,1,213,0,0,0,11,2009,Normal,177500
1303,60,RL,92.0,10120,Reg,Inside,NoRidge,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391.0,Gd,PConc,Gd,No,GLQ,740,Unf,425,1165,Ex,1203,1323,2526,1,2,1,4,Gd,8,1,TA,Attchd,1994.0,RFn,3,844,309,78,0,12,2006,Normal,290000
1304,20,RL,73.0,8688,Reg,Inside,Somerst,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228.0,Gd,PConc,Gd,Av,Unf,0,Unf,1616,1616,Ex,1616,0,1616,0,2,0,3,Gd,7,0,Missing,Attchd,2005.0,RFn,3,834,208,59,0,4,2006,Normal,232000
1305,160,RM,32.0,3363,Reg,Inside,Edwards,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117.0,Gd,PConc,Gd,No,Unf,0,Unf,976,976,Ex,976,732,1708,0,2,0,3,Gd,7,0,Missing,Detchd,2004.0,Unf,2,380,0,40,0,4,2006,Normal,130000
1306,20,RL,108.0,13173,IR1,Corner,NridgHt,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300.0,Gd,PConc,Ex,No,GLQ,1572,Unf,80,1652,Ex,1652,0,1652,1,2,0,2,Ex,6,2,Ex,Attchd,2006.0,Fin,2,840,404,102,0,11,2009,Normal,325000
1307,120,RL,48.0,6955,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,Gd,PConc,Gd,No,Unf,0,Unf,1368,1368,Ex,1368,0,1368,0,2,0,2,Gd,6,1,Gd,Attchd,2005.0,RFn,2,474,132,35,0,9,2006,Partial,202500
1308,20,RL,60.0,8072,Reg,Inside,CollgCr,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,ALQ,746,Unf,244,990,Ex,990,0,990,1,1,0,3,TA,5,0,Missing,Detchd,2000.0,Unf,2,480,0,64,0,5,2009,Normal,138000
1309,20,RM,100.0,12000,Reg,Inside,OldTown,1Fam,1Story,5,7,1948,2005,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,GLQ,144,ALQ,172,924,Ex,1122,0,1122,1,1,0,2,Gd,6,0,Missing,Attchd,1948.0,Unf,2,528,0,36,0,5,2008,Normal,147000
1310,20,RL,69.0,7153,Reg,Inside,SawyerW,1Fam,1Story,6,5,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88.0,TA,CBlock,Gd,No,GLQ,1200,Unf,78,1278,Gd,1294,0,1294,1,2,0,3,Gd,6,0,Missing,Attchd,1991.0,RFn,2,496,112,51,0,6,2008,Normal,179200
1311,20,RL,100.0,17500,Reg,Inside,Crawfor,1Fam,1Story,7,8,1959,2002,Gable,BrkFace,HdBoard,None,0.0,Gd,PConc,Gd,Av,GLQ,1406,Unf,496,1902,TA,1902,0,1902,1,2,0,3,Ex,7,2,TA,Attchd,1959.0,Fin,2,567,0,207,162,5,2010,Normal,335000
1312,20,RL,68.0,8814,Reg,Inside,CollgCr,1Fam,1Story,7,5,2005,2007,Gable,VinylSd,VinylSd,BrkFace,80.0,Gd,PConc,Gd,No,GLQ,925,Unf,349,1274,Ex,1274,0,1274,1,2,0,3,Gd,6,0,Missing,Attchd,2005.0,RFn,2,508,264,98,0,1,2007,Partial,203000
1313,60,RL,69.0,9572,IR1,Inside,NoRidge,1Fam,2Story,8,5,1990,1990,Gable,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,PConc,Ex,No,GLQ,482,Unf,971,1453,Ex,1453,1357,2810,0,2,1,4,Gd,9,1,Ex,Attchd,1990.0,RFn,2,750,500,0,0,6,2007,Normal,302000
1314,60,RL,108.0,14774,IR1,Corner,NoRidge,1Fam,2Story,9,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,165.0,Gd,PConc,Gd,No,Unf,0,Unf,1393,1393,Ex,1422,1177,2599,0,2,1,4,Gd,10,1,TA,BuiltIn,1999.0,Fin,3,779,668,30,0,5,2010,Normal,333168
1315,20,RL,60.0,8190,Reg,Inside,Edwards,1Fam,1Story,4,6,1954,1954,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,732,Unf,216,948,Ex,948,0,948,1,1,0,3,TA,5,1,TA,Detchd,1956.0,Unf,1,280,0,36,0,10,2007,Normal,119000
1316,60,RL,85.0,11075,Reg,Inside,NAmes,1Fam,2Story,6,5,1969,1969,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Fa,Mn,ALQ,500,LwQ,176,952,TA,1092,1020,2112,0,2,1,4,TA,9,2,Gd,Attchd,1969.0,Unf,2,576,280,0,0,6,2008,Normal,206900
1317,20,RL,61.0,10226,IR1,Inside,CollgCr,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,270.0,Gd,PConc,Ex,Gd,Unf,0,Unf,1622,1622,Ex,1630,0,1630,1,2,0,3,Ex,8,1,Gd,Attchd,2008.0,RFn,3,860,172,42,0,1,2009,Normal,295493
1318,120,FV,47.0,4230,Reg,Corner,Somerst,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,No,Unf,0,Unf,1352,1352,Ex,1352,0,1352,0,2,0,2,Gd,5,1,Gd,Attchd,2006.0,RFn,2,466,0,241,0,4,2007,Partial,208900
1319,20,RL,69.0,14781,IR2,CulDSac,CollgCr,1Fam,1Story,8,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,178.0,Gd,PConc,Gd,Gd,Unf,0,Unf,1753,1753,Ex,1787,0,1787,0,2,0,3,Gd,7,1,TA,Attchd,2001.0,RFn,3,748,198,150,0,8,2006,Normal,275000
1320,20,RL,75.0,10215,Reg,Inside,Edwards,1Fam,1Story,4,5,1954,1954,Hip,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,PConc,TA,No,ALQ,492,Unf,372,864,Ex,948,0,948,0,1,0,3,TA,5,0,Missing,Attchd,1954.0,Unf,1,248,0,0,0,2,2007,Normal,111000
1321,20,RL,70.0,8400,Reg,Inside,NAmes,1Fam,1Story,6,3,1957,1957,Hip,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,ALQ,189,Rec,628,1478,Gd,1478,0,1478,1,1,1,3,TA,6,2,Gd,Attchd,1957.0,RFn,2,442,114,0,0,6,2009,Normal,156500
1322,20,RL,69.0,6627,IR1,Corner,BrkSide,1Fam,1Story,3,6,1949,1950,Hip,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,0,0,TA,720,0,720,0,1,0,2,TA,4,0,Missing,Detchd,1955.0,Unf,1,287,0,0,0,7,2008,Normal,72500
1323,60,RL,107.0,10186,IR1,Inside,NoRidge,1Fam,2Story,7,5,1992,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,No,GLQ,674,Unf,76,750,Ex,1061,862,1923,1,2,1,3,Gd,8,1,TA,Attchd,1992.0,RFn,2,564,240,39,0,6,2010,Normal,190000
1324,30,RL,50.0,5330,Reg,Inside,BrkSide,1Fam,1Story,4,7,1940,1950,Hip,VinylSd,VinylSd,None,0.0,Fa,CBlock,TA,No,LwQ,280,Unf,140,420,Gd,708,0,708,0,1,0,2,Fa,5,0,Missing,Attchd,1980.0,Unf,0,0,164,0,0,12,2009,Normal,82500
1325,20,RL,75.0,9986,Reg,Inside,Somerst,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,428.0,Gd,PConc,Ex,Av,Unf,0,Unf,1795,1795,Ex,1795,0,1795,0,2,0,2,Gd,7,1,Gd,Attchd,2007.0,RFn,3,895,0,49,0,2,2007,Partial,147000
1326,30,RM,40.0,3636,Reg,Inside,IDOTRR,1Fam,1Story,4,4,1922,1950,Gable,AsbShng,AsbShng,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,796,796,Fa,796,0,796,0,1,0,2,TA,5,0,Missing,Attchd,1980.0,Unf,0,0,0,0,100,1,2008,Normal,55000
1327,30,RH,70.0,4270,Reg,Inside,Edwards,1Fam,1Story,3,6,1931,2006,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Rec,544,Unf,0,544,Ex,774,0,774,0,1,0,3,Gd,6,0,Missing,Attchd,1980.0,Unf,0,0,0,0,286,5,2007,Normal,79000
1328,20,RL,60.0,6600,Reg,Inside,Mitchel,1Fam,1Story,5,9,1982,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,CBlock,TA,No,ALQ,641,Unf,175,816,Ex,816,0,816,0,1,0,3,Gd,5,1,Ex,Attchd,1982.0,Unf,1,264,0,0,0,10,2008,Normal,130500
1329,50,RM,60.0,10440,Reg,Corner,OldTown,1Fam,1.5Fin,6,7,1920,1950,Gable,BrkFace,Wd Sdng,None,0.0,Gd,BrkTil,Gd,No,LwQ,493,Unf,1017,1510,Ex,1584,1208,2792,0,2,0,5,TA,8,2,TA,Detchd,1920.0,Unf,2,520,0,547,0,6,2008,Normal,256000
1330,60,RL,63.0,9084,IR1,Inside,Gilbert,1Fam,2Story,7,5,1998,1998,Hip,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,Unf,935,935,Gd,955,677,1632,0,2,1,3,TA,8,1,TA,Attchd,1998.0,Fin,2,462,0,28,0,6,2006,Normal,176500
1331,20,RL,85.0,10000,Reg,Inside,Somerst,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,410.0,Gd,PConc,Gd,Av,Unf,0,Unf,1588,1588,Ex,1588,0,1588,0,2,0,3,Gd,7,1,Gd,Attchd,2006.0,RFn,3,825,144,45,0,12,2007,Normal,227000
1332,80,RL,55.0,10780,IR1,Inside,CollgCr,1Fam,SLvl,5,5,1976,1976,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Av,ALQ,483,Unf,428,911,Gd,954,0,954,0,1,0,3,TA,6,0,Missing,Detchd,1976.0,Unf,2,576,0,0,0,7,2006,Normal,132500
1333,20,RL,67.0,8877,Reg,Inside,Edwards,1Fam,1Story,4,6,1938,1958,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Mn,ALQ,690,Unf,126,816,Ex,816,0,816,1,1,0,2,TA,3,1,Gd,Detchd,1958.0,Unf,1,288,0,0,0,5,2009,Normal,100000
1334,50,RM,60.0,7200,Reg,Corner,IDOTRR,1Fam,1.5Fin,5,6,1938,1995,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,803,803,Ex,803,557,1360,0,1,1,2,Gd,6,0,Missing,Detchd,1951.0,Unf,1,297,0,65,190,7,2006,Normal,125500
1335,160,RM,24.0,2368,Reg,Inside,BrDale,TwnhsE,2Story,5,6,1970,1970,Gable,HdBoard,HdBoard,None,312.0,TA,CBlock,TA,No,LwQ,765,Unf,0,765,TA,765,600,1365,0,1,1,3,TA,7,0,Missing,Attchd,1970.0,Unf,2,440,0,36,0,5,2009,Normal,125000
1336,20,RL,80.0,9650,Reg,Inside,NWAmes,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,360.0,TA,CBlock,Gd,No,ALQ,686,Unf,664,1350,TA,1334,0,1334,0,2,0,2,TA,6,1,TA,Attchd,1977.0,RFn,2,630,0,16,0,4,2009,Normal,167900
1337,90,RL,87.0,9246,IR1,Inside,NWAmes,Duplex,1Story,5,5,1973,1973,Gable,Plywood,Plywood,BrkFace,564.0,TA,CBlock,TA,No,Unf,0,Unf,1656,1656,TA,1656,0,1656,0,2,0,4,TA,8,0,Missing,Detchd,1973.0,Unf,2,506,0,211,0,11,2008,Normal,135000
1338,30,RM,153.0,4118,IR1,Corner,OldTown,1Fam,1Story,4,4,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,693,693,Fa,693,0,693,0,1,0,2,Fa,4,0,Missing,Attchd,1980.0,Unf,0,0,0,20,0,3,2006,Normal,52500
1339,60,RL,95.0,13450,IR1,Corner,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,700,Unf,216,916,Ex,920,941,1861,1,2,1,3,Gd,8,0,Missing,BuiltIn,2002.0,RFn,2,492,146,91,0,6,2006,Normal,200000
1340,20,RL,120.0,9560,IR1,Corner,CollgCr,1Fam,1Story,5,7,1972,1972,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Mn,Rec,360,Unf,504,864,Ex,864,0,864,0,1,0,3,TA,5,0,Missing,Attchd,1972.0,RFn,1,288,0,0,0,6,2006,Normal,128500
1341,20,RL,70.0,8294,Reg,Inside,NAmes,1Fam,1Story,4,5,1971,1971,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,858,858,TA,872,0,872,0,1,0,3,TA,5,0,Missing,Detchd,1974.0,Unf,4,480,0,0,0,6,2007,Normal,123000
1342,20,RL,66.0,13695,Reg,Inside,SawyerW,1Fam,1Story,6,5,2003,2004,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,814,Unf,300,1114,Ex,1114,0,1114,1,1,0,3,Gd,6,0,Missing,Detchd,2004.0,Unf,2,576,0,78,0,7,2008,Normal,155000
1343,60,RL,69.0,9375,Reg,Inside,CollgCr,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,149.0,Gd,PConc,Gd,No,Unf,0,Unf,1284,1284,Ex,1284,885,2169,0,2,1,3,Gd,7,1,Gd,Attchd,2002.0,RFn,2,647,192,87,0,8,2007,Normal,228500
1344,50,RL,57.0,7558,Reg,Inside,Crawfor,1Fam,1.5Fin,6,6,1928,1950,Gable,BrkFace,Stone,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,896,896,Gd,1172,741,1913,0,1,1,3,TA,9,1,TA,Detchd,1929.0,Unf,2,342,0,0,0,3,2009,Normal,177000
1345,60,RL,85.0,11103,IR1,Corner,CollgCr,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,1,TA,Attchd,2006.0,Fin,2,440,0,0,0,7,2007,Partial,155835
1346,30,RM,50.0,6000,Reg,Inside,OldTown,1Fam,1Story,4,4,1920,1950,Hip,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,ALQ,250,Unf,710,960,Gd,960,0,960,0,1,0,2,Fa,5,0,Missing,Detchd,1997.0,Unf,1,308,0,0,168,7,2007,Normal,108500
1347,20,RL,69.0,20781,IR2,CulDSac,NWAmes,1Fam,1Story,7,7,1968,2003,Hip,BrkFace,HdBoard,None,0.0,TA,CBlock,TA,No,BLQ,297,Rec,1203,1568,TA,2156,0,2156,0,2,0,3,TA,9,1,Gd,Attchd,1968.0,RFn,2,508,0,80,0,6,2006,Normal,262500
1348,20,RL,93.0,15306,IR1,Corner,Timber,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,100.0,Gd,PConc,Ex,Gd,GLQ,80,Unf,1652,1732,Ex,1776,0,1776,1,2,0,3,Gd,7,1,Gd,Attchd,2006.0,Fin,3,712,0,0,0,5,2007,Partial,283463
1349,20,RL,69.0,16196,IR3,Inside,SawyerW,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Gd,GLQ,1443,Unf,39,1482,Ex,1494,0,1494,1,2,0,3,Gd,5,1,Fa,Attchd,1998.0,RFn,2,514,402,25,0,8,2007,Normal,215000
1350,70,RM,50.0,5250,Reg,Inside,OldTown,1Fam,2Story,8,5,1872,1987,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,LwQ,259,Unf,425,684,Fa,938,1215,2358,0,2,0,4,TA,8,0,Missing,Attchd,1980.0,Unf,0,0,0,54,20,12,2008,Normal,122000
1351,90,RL,91.0,11643,Reg,Inside,NAmes,Duplex,2Story,5,5,1969,1969,Gable,MetalSd,MetalSd,BrkFace,368.0,TA,CBlock,TA,No,LwQ,500,Unf,748,1248,TA,1338,1296,2634,1,2,2,6,TA,12,0,Missing,Detchd,1969.0,Unf,4,968,0,0,0,8,2009,Normal,200000
1352,60,RL,70.0,9247,IR1,Inside,NAmes,1Fam,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,318.0,TA,CBlock,TA,No,Rec,319,Unf,539,858,Ex,858,858,1716,0,1,1,4,TA,8,1,Gd,Attchd,1962.0,Fin,2,490,0,84,0,3,2008,Normal,171000
1353,50,RM,50.0,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,6,9,1937,2000,Gable,MetalSd,MetalSd,None,0.0,Gd,BrkTil,TA,No,Unf,0,Unf,698,698,TA,786,390,1176,0,1,0,2,TA,4,0,Missing,Detchd,1999.0,Unf,2,624,210,0,0,7,2009,Normal,134900
1354,50,RL,56.0,14720,IR1,CulDSac,NoRidge,1Fam,1.5Fin,8,5,1995,1996,Hip,VinylSd,VinylSd,BrkFace,579.0,Gd,PConc,Gd,Av,GLQ,816,Unf,1217,2033,Ex,2053,1185,3238,1,2,1,4,Gd,9,1,Ex,Attchd,1996.0,Fin,3,666,283,86,0,3,2010,Normal,410000
1355,60,RL,69.0,10316,IR1,Inside,CollgCr,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,735,Unf,257,992,Ex,992,873,1865,1,2,1,3,Gd,7,1,TA,Attchd,2000.0,RFn,3,839,0,184,0,6,2008,Normal,235000
1356,80,RL,102.0,10192,IR1,Inside,NWAmes,1Fam,SLvl,7,6,1968,1992,Gable,MetalSd,MetalSd,BrkFace,143.0,TA,CBlock,TA,No,Unf,0,Unf,570,570,Gd,1222,698,1920,0,3,0,4,Gd,8,1,TA,Attchd,1968.0,RFn,2,487,0,98,0,9,2006,Normal,170000
1357,20,RL,69.0,9477,Reg,Corner,NAmes,1Fam,1Story,5,5,1966,1966,Gable,HdBoard,HdBoard,BrkFace,65.0,TA,CBlock,TA,No,Rec,340,Unf,524,864,TA,892,0,892,0,1,0,3,TA,5,0,Missing,Attchd,1966.0,RFn,1,264,0,0,0,10,2008,Normal,110000
1358,20,RL,69.0,12537,IR1,CulDSac,NAmes,1Fam,1Story,5,6,1971,2008,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,GLQ,734,Unf,344,1078,Ex,1078,0,1078,1,1,1,3,TA,6,1,Fa,Attchd,1971.0,Fin,2,500,0,0,0,4,2010,Normal,149900
1359,160,FV,69.0,2117,Reg,Inside,Somerst,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,216.0,Gd,PConc,Gd,No,GLQ,378,Unf,378,756,Ex,769,804,1573,0,2,1,3,Gd,5,0,Missing,Detchd,2000.0,Unf,2,440,0,32,0,6,2010,Normal,177500
1360,20,RL,129.0,16737,Reg,FR3,NridgHt,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,66.0,Gd,PConc,Ex,Av,GLQ,1447,Unf,533,1980,Ex,1980,0,1980,1,2,0,3,Ex,8,1,Gd,Attchd,2004.0,Fin,3,770,194,45,0,9,2006,Normal,315000
1361,70,RL,51.0,9842,Reg,Inside,SWISU,1Fam,2Story,5,6,1921,1998,Gable,MetalSd,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,612,612,Ex,990,1611,2601,0,3,1,4,TA,8,0,Missing,BuiltIn,1998.0,RFn,2,621,183,0,301,5,2008,Normal,189000
1362,20,RL,124.0,16158,IR1,Inside,StoneBr,1Fam,1Story,7,5,2005,2005,Hip,VinylSd,VinylSd,Stone,16.0,Gd,PConc,Ex,Av,ALQ,1274,Unf,256,1530,Ex,1530,0,1530,1,2,0,3,Gd,7,1,Gd,Attchd,2005.0,Fin,2,430,168,36,0,6,2009,Normal,260000
1363,50,RL,69.0,12513,IR1,FR2,NAmes,1Fam,1.5Fin,4,4,1920,2007,Gable,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,715,715,Gd,1281,457,1738,0,2,0,4,TA,7,1,Gd,Attchd,1920.0,Unf,1,368,55,0,0,6,2009,Normal,104900
